title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
ג'חנון בקדש ברנע,4.7,6,48,Nitzanei Sinai,,IL,https://www.instagram.com/sharajahnon/,+972 50-712-1121,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92'%D7%97%D7%A0%D7%95%D7%9F%20%D7%91%D7%A7%D7%93%D7%A9%20%D7%91%D7%A8%D7%A0%D7%A2&query_place_id=ChIJA8-g5Sr9_RQRf1EzOsCRCWM
Roberta Vinci,4.5,3584,Ahuza St 43,Pardes Hanna-Karkur,,IL,http://www.robertavinci.co.il/,+972 4-603-7377,Restaurant,https://www.google.com/maps/search/?api=1&query=Roberta%20Vinci&query_place_id=ChIJl5jWgE0OHRURHoDyfadDed8
בית הפול והשווארמה - דימונה תחנה מרכזית | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים,4.4,509,Sderot Golda Me'ir,Dimona,,IL,https://bet-aful.co.il/,+972 8-655-0794,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%99%D7%AA%20%D7%94%D7%A4%D7%95%D7%9C%20%D7%95%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%20-%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94%20%D7%AA%D7%97%D7%A0%D7%94%20%D7%9E%D7%A8%D7%9B%D7%96%D7%99%D7%AA%20%7C%20%D7%97%D7%95%D7%9E%D7%95%D7%A1%20%7C%20%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%7C%20%D7%A1%D7%91%D7%99%D7%97%20%7C%20%D7%A9%D7%A0%D7%99%D7%A6%D7%9C%20%7C%20%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%20%7C%20%D7%9E%D7%A9%D7%9C%D7%95%D7%97%D7%99%D7%9D&query_place_id=ChIJlXgiogZGAhURN39viCkTuJA
Mifgash Gil,4.7,240,Yerushalayim ha-Bira St 3,Beit She'an,,IL,https://m.facebook.com/pages/category/Restaurant/%D7%9E%D7%A4%D7%92%D7%A9-%D7%92%D7%99%D7%9C-113058029390712/,+972 77-502-4030,Restaurant,https://www.google.com/maps/search/?api=1&query=Mifgash%20Gil&query_place_id=ChIJG6t3fMBeHBURR0Wb-6VdFj8
Caesar,4.6,200,,Baqa al-Gharbiyye,,IL,https://caesar-rest.co.il/,+972 50-225-3257,Restaurant,https://www.google.com/maps/search/?api=1&query=Caesar&query_place_id=ChIJDUa8z-YPHRUR9jJ2TYqBKvc
Herb Farm Restaurant,4.2,2689,"חוות התבלינים בגלבוע, כביש 667",,,IL,http://www.herb-farm.co.il/,+972 4-653-1093,Restaurant,https://www.google.com/maps/search/?api=1&query=Herb%20Farm%20Restaurant&query_place_id=ChIJ29W9ARBXHBURZAPAqVecSio
פאב 40 טללים,4.1,1253,40,Tlalim,,IL,https://user-1723486.cld.bz/pub40-digital-QR-menu,+972 58-501-1712,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%90%D7%91%2040%20%D7%98%D7%9C%D7%9C%D7%99%D7%9D&query_place_id=ChIJsfpS5f8TAhURpt_xJfMPr50
Restaurant Awani بونجور للمشاوي,4.4,828,Ibn Haldun St,Baqa al-Gharbiyye,,IL,https://m.facebook.com/bonjur.baqa,+972 4-699-6599,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Awani%20%D8%A8%D9%88%D9%86%D8%AC%D9%88%D8%B1%20%D9%84%D9%84%D9%85%D8%B4%D8%A7%D9%88%D9%8A&query_place_id=ChIJA-JTSgcQHRURS_Xmit40UIY
Kornmehl Farm,4.2,2219,Kornmehl Farm M.E. Ramat Negev D.N. Halutza,,,IL,http://www.kornmehl.co.il/,+972 8-655-5140,Restaurant,https://www.google.com/maps/search/?api=1&query=Kornmehl%20Farm&query_place_id=ChIJMUY-I7UWAhURGhZDKm_E6tQ
claro;,4.5,6867,Ha'arbaa st 23,Tel Aviv-Yafo,,IL,http://clarotlv.com/,+972 3-601-7777,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=claro%3B&query_place_id=ChIJR3ctqp1LHRURVjPaFraKFEc
המבשלות של ירוחם - שולה,4.6,168,HaHagana St 221,Yeruham,,IL,http://bamidbar.org/,+972 54-716-0401,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%9E%D7%91%D7%A9%D7%9C%D7%95%D7%AA%20%D7%A9%D7%9C%20%D7%99%D7%A8%D7%95%D7%97%D7%9D%20-%20%D7%A9%D7%95%D7%9C%D7%94&query_place_id=ChIJlxFnISM_AhURsnPlWPmjOs8
מסעדת רוקפור דימונה,4.4,929,HaPo'alim St 5,Dimona,,IL,https://rokfor.co.il/,+972 8-657-2010,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%A8%D7%95%D7%A7%D7%A4%D7%95%D7%A8%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94&query_place_id=ChIJ_ZEaagRGAhUR1sMEYF-kFpk
פלאפל הרצל,4.5,543,"מ""ד, המעפילים 215",Dimona,,IL,https://israelbusinessguide.com/catalog/dimona/falafel_herzl___/,+972 52-554-0296,Falafel restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%94%D7%A8%D7%A6%D7%9C&query_place_id=ChIJ8dCzewNGAhURa9CQI4fuVkc
צימר גראפה בערבה - Grappa,5.0,63,"בית ראשון במולדת, 144",Yahel,,IL,https://www.facebook.com/Zimmer.Grappa/,+972 50-603-8000,Bed & breakfast,https://www.google.com/maps/search/?api=1&query=%D7%A6%D7%99%D7%9E%D7%A8%20%D7%92%D7%A8%D7%90%D7%A4%D7%94%20%D7%91%D7%A2%D7%A8%D7%91%D7%94%20-%20Grappa&query_place_id=ChIJgdiuH1OpARURqikt-gB6sAA
Tal Burger,4.4,928,HaHotsvim Avenue 5,Mevaseret Zion,,IL,http://www.talburger.co.il/,+972 2-570-2332,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Tal%20Burger&query_place_id=ChIJo7o0-yPXAhURKencfxFdQe8
Fernando's Smoked Meat & Bar,4.8,539,איזור תעשייה,Tlalim,,IL,https://fernandosandwhiches.com/,+972 54-224-9081,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=Fernando's%20Smoked%20Meat%20%26%20Bar&query_place_id=ChIJQboQJcoTAhUR9uYzdGIi-bU
Kibbutz Lotan Tea House בית התה קיבוץ לוטן,4.6,165,ECO KEF,Lotan,,IL,https://www.travelhotels.co.il/hotel/%D7%9E%D7%9C%D7%95%D7%9F-%D7%9E%D7%98%D7%99%D7%99%D7%9C%D7%99%D7%9D-%D7%9E%D7%93%D7%91%D7%A8%D7%99-%D7%9C%D7%95%D7%98%D7%9F//#utm_source=google-my-business&utm_medium=organic&utm_campaign=google-my-business,+972 50-431-0205,Restaurant,https://www.google.com/maps/search/?api=1&query=Kibbutz%20Lotan%20Tea%20House%20%D7%91%D7%99%D7%AA%20%D7%94%D7%AA%D7%94%20%D7%A7%D7%99%D7%91%D7%95%D7%A5%20%D7%9C%D7%95%D7%98%D7%9F&query_place_id=ChIJGc_3Nx9TABURZn8ELeDrQ00
מסעדת אנין ים המלח,4.5,171,"ים המלח, עין בוקק (מרכז פטרה",,,IL,https://www.rest.co.il/rest/80370373/,+972 8-656-5050,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%90%D7%A0%D7%99%D7%9F%20%D7%99%D7%9D%20%D7%94%D7%9E%D7%9C%D7%97&query_place_id=ChIJQ5RdqbmpAxURJL104CWvOhI
Timna Park Restaurant,3.7,38,חניית אגם פארק תמנע,,,IL,https://fr.restaurantguru.com/Timna-Park-Restaurant-Hevel-Eilot,,Restaurant,https://www.google.com/maps/search/?api=1&query=Timna%20Park%20Restaurant&query_place_id=ChIJT67GODhDABUR4PUSXilk3GU
Muza,4.4,6293,"מתחם תחנת הדלק אלון, 31",Arad,,IL,https://muza-arad.co.il/,+972 8-997-5555,Restaurant,https://www.google.com/maps/search/?api=1&query=Muza&query_place_id=ChIJlfa87wMAAxURKM6IkZN1Kv8
פונדק יטבתה,4.1,10734,,Yotvata,,IL,https://yotvatapark.co.il/,+972 53-476-8290,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%95%D7%A0%D7%93%D7%A7%20%D7%99%D7%98%D7%91%D7%AA%D7%94&query_place_id=ChIJUzt1LUtQABURRz7pdEBFpFo
Midian,5.0,2,W284+79,Shaharut,,IL,https://www.sixsenses.com/en/hotels-resorts/middle-east-africa/israel/shaharut/dining/midian/,+972 8-615-0055,Restaurant,https://www.google.com/maps/search/?api=1&query=Midian&query_place_id=ChIJG13dQwBPABURFtjx-cZtsqE
Edom View,5.0,3,Unnamed Road,,,IL,http://sixsenses.com/,,Restaurant,https://www.google.com/maps/search/?api=1&query=Edom%20View&query_place_id=ChIJV5ZIyvRPABURghgVZsoZUrk
Agadir Burger,4.4,2190,חוף עין בוקק ים המלח,,,IL,https://agadir.co.il/branch/%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%97/,+972 8-928-4400,Restaurant,https://www.google.com/maps/search/?api=1&query=Agadir%20Burger&query_place_id=ChIJXY4K-YGpAxUR9dF-7eCWBrw
Sin Chan,4.7,4339,"שמעון דהאן 10, Ha-Mavreg St 1",Tiberias,,IL,http://www.sinchan.co.il/,+972 4-672-3355,Asian restaurant,https://www.google.com/maps/search/?api=1&query=Sin%20Chan&query_place_id=ChIJAwXigFk-HBURvpo59MnwzzA
Restaurant Meatbalim,4.1,1492,Derech HaGalil,Rosh Pinna,,IL,http://ertz.co.il/,+972 4-686-0107,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Meatbalim&query_place_id=ChIJcxDlcBkiHBURNHB07RpNwEw
Restaurant Dalia Taverna,4.3,1270,Nof ha-Arbel St 1,Migdal,,IL,http://80194828.rest.co.il/,+972 50-722-2313,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Dalia%20Taverna&query_place_id=ChIJY51KlCU8HBURqZ2xqL8kJQU
Coffee Shop Restaurant 864,4.7,585,864,Peki'in,,IL,https://www.rest.co.il/rest/80173308/,+972 4-647-5355,Restaurant,https://www.google.com/maps/search/?api=1&query=Coffee%20Shop%20Restaurant%20864&query_place_id=ChIJTfgZSzAuHBURWu4EEdb2B2o
Neapolitan Pizza Fresca,4.6,2078,,Afikim,,IL,http://www.frescapizzeria.co.il/,+972 4-827-6366,Restaurant,https://www.google.com/maps/search/?api=1&query=Neapolitan%20Pizza%20Fresca&query_place_id=ChIJix9l_PdqHBUR38GNd5886SM
Bat-Ya'ar Farm,4.6,5958,ד.נ מרום הגליל מצפה,Amuka,,IL,http://www.batyaar.co.il/,+972 4-692-1788,Chophouse restaurant,https://www.google.com/maps/search/?api=1&query=Bat-Ya'ar%20Farm&query_place_id=ChIJfVaJgJ4hHBUR9K_bniYgkrY
Edmond Luxury Hotel & Spa מלון אדמונד ראש פינה,4.8,1842,Derech HaGalil 35,Rosh Pinna,,IL,https://www.edmond-hotel.co.il/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5958723184797124679,+972 4-906-4555,Hotel,https://www.google.com/maps/search/?api=1&query=Edmond%20Luxury%20Hotel%20%26%20Spa%20%D7%9E%D7%9C%D7%95%D7%9F%20%D7%90%D7%93%D7%9E%D7%95%D7%A0%D7%93%20%D7%A8%D7%90%D7%A9%20%D7%A4%D7%99%D7%A0%D7%94&query_place_id=ChIJST9_dpMjHBURYTlql7nmrK0
Lucy Ethiopian Restaurant,4.7,384,Menakhem Begin Rd 48,Tel Aviv-Yafo,,IL,https://lucyethiopianrestaurant.co.il/,+972 54-229-8956,Ethiopian restaurant,https://www.google.com/maps/search/?api=1&query=Lucy%20Ethiopian%20Restaurant&query_place_id=ChIJ__-TZXtLHRURHrJ8jKOukK0
מחלבת נטור המסעדה הכפרית של קרינה הקובנית,4.4,467,golan hights,نطور,,IL,http://natur-cheese.co.il/,+972 4-660-0325,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%97%D7%9C%D7%91%D7%AA%20%D7%A0%D7%98%D7%95%D7%A8%20%D7%94%D7%9E%D7%A1%D7%A2%D7%93%D7%94%20%D7%94%D7%9B%D7%A4%D7%A8%D7%99%D7%AA%20%D7%A9%D7%9C%20%D7%A7%D7%A8%D7%99%D7%A0%D7%94%20%D7%94%D7%A7%D7%95%D7%91%D7%A0%D7%99%D7%AA&query_place_id=ChIJk2u2odAFHBURl6Op9to_gjk
Bella Restaurant,4.4,2883,Ha-Ets Ha-Gadol St 2142,Beit She'arim,,IL,https://www.bellabaemek.co.il/,+972 4-983-0730,Italian restaurant,https://www.google.com/maps/search/?api=1&query=Bella%20Restaurant&query_place_id=ChIJh7Kbrp2yHRURjFcoAKBCiYY
Pizza Siciliano,4.7,605,Derech HaGalil 46,Rosh Pinna,,IL,https://www.facebook.com/profile.php?id=100063465672653,+972 77-414-9582,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Pizza%20Siciliano&query_place_id=ChIJK17TeBciHBUR-e8YoLyNHM4
המכשפה - חוויה קולינארית,5.0,2,סודי,ביותר,,IL,https://www.thewitchonline.com/,+972 54-777-3878,Country food restaurant,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%9E%D7%9B%D7%A9%D7%A4%D7%94%20-%20%D7%97%D7%95%D7%95%D7%99%D7%94%20%D7%A7%D7%95%D7%9C%D7%99%D7%A0%D7%90%D7%A8%D7%99%D7%AA&query_place_id=ChIJo0TGq20VAhURwjujJZkwSRU
אינתי חומוסייה דרומית,4.4,49,מרכז מרכז מסחרי מדרשת בן גוריון חנות מס 1,Midreshet Ben-Gurion,,IL,http://inti.co.il/,+972 54-780-2424,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%99%D7%A0%D7%AA%D7%99%20%D7%97%D7%95%D7%9E%D7%95%D7%A1%D7%99%D7%99%D7%94%20%D7%93%D7%A8%D7%95%D7%9E%D7%99%D7%AA&query_place_id=ChIJ9Zwz2dUZAhUR0oMyWUluVQI
مطعم وكافيه منداريس - Mandares Restaurant & Cafe,4.3,195,,Kafr Manda,,IL,https://www.facebook.com/MandaresRestaurantCafe/,+972 4-625-4592,Restaurant,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%88%D9%83%D8%A7%D9%81%D9%8A%D9%87%20%D9%85%D9%86%D8%AF%D8%A7%D8%B1%D9%8A%D8%B3%20-%20Mandares%20Restaurant%20%26%20Cafe&query_place_id=ChIJD3EnFvdKHBUR2X41KW2iTbw
David's Harp Restaurant Galilee,4.5,159,VHMH+5F,Capernaum,,IL,https://sareltours.com/article/davids-harp-restaurant-in-capernaum-is-open-for-business,+972 52-270-5795,Seafood restaurant,https://www.google.com/maps/search/?api=1&query=David's%20Harp%20Restaurant%20Galilee&query_place_id=ChIJfTmVVY0XHBUR0M33kb9I0M0
"Elements Cafe Gluten-Free and Vegan, Organic",4.6,172,Kikar HaMeginim 5,Safed,,IL,http://www.elementscafe.co.il/,+972 54-653-0688,Restaurant,https://www.google.com/maps/search/?api=1&query=Elements%20Cafe%20Gluten-Free%20and%20Vegan%2C%20Organic&query_place_id=ChIJYWOef5EjHBURV_1Cn7WIdw0
Piranha chef,4.7,1394,Moshe Levi St 10,Rishon LeZion,,IL,https://piranhachef.com/,+972 3-683-2343,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Piranha%20chef&query_place_id=ChIJRWyMcLqzAhURqjttFq8YsVY
Zesty Haifa,4.2,639,HaNassi Blvd 129,Haifa,,IL,http://zesty-carmel.co.il/,+972 4-838-0037,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Zesty%20Haifa&query_place_id=ChIJ1ckPB6m7HRURPe5Y9gJpJnM
Yan Yan Chinese Restaurant,4.2,1703,Derekh Yafo 26,Haifa,,IL,https://yanyan.co.il/,+972 4-866-0022,Chinese restaurant,https://www.google.com/maps/search/?api=1&query=Yan%20Yan%20Chinese%20Restaurant&query_place_id=ChIJyzW8SjS6HRURI5q5VfVx2Wc
Manhattan Diner,4.6,2954,Kdoshei Bagdad St 34,Haifa,,IL,http://www.manhattanisrael.com/,+972 77-635-0073,Restaurant,https://www.google.com/maps/search/?api=1&query=Manhattan%20Diner&query_place_id=ChIJB-L0rR-7HRUR2BMHIu87XMM
מנואלה,4.2,2125,Ha-Meyasdim St 41,Zikhron Ya'akov,,IL,https://manuella-italiano.co.il/,+972 4-629-0249,Italian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A0%D7%95%D7%90%D7%9C%D7%94&query_place_id=ChIJuQ0cfX8JHRURAAoQDWr-pZw
Archie,4.3,3479,,Ashkelon,,IL,http://www.archie.co.il/,+972 8-633-4466,Restaurant,https://www.google.com/maps/search/?api=1&query=Archie&query_place_id=ChIJmXSkm0ycAhURx4Sb_ycLlxo
Abu Saleh Restaurant,4.2,547,,Umm al-Fahm,,IL,https://www.facebook.com/abu.saleh.res/,+972 4-655-2145,Restaurant,https://www.google.com/maps/search/?api=1&query=Abu%20Saleh%20Restaurant&query_place_id=ChIJNUaHl_wAHRURJfI6sMa9gJM
King's Court Restaurant || מסעדת הקינגס קורט - מסעדה חלבית,5.0,2,Gershon Agron St 26-28,Jerusalem,,IL,https://waldorfastoria.co.il/kings-court/,+972 54-950-9092,Restaurant,https://www.google.com/maps/search/?api=1&query=King's%20Court%20Restaurant%20%7C%7C%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%94%D7%A7%D7%99%D7%A0%D7%92%D7%A1%20%D7%A7%D7%95%D7%A8%D7%98%20-%20%D7%9E%D7%A1%D7%A2%D7%93%D7%94%20%D7%97%D7%9C%D7%91%D7%99%D7%AA&query_place_id=ChIJOXMGRmApAxUR561_bmUXzyA
Good Morning Restaurant,4.3,805,,Yarka,,IL,https://israelbusinessguide.com/catalog/yarka/good_morning_restaurant/,+972 4-956-5214,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Good%20Morning%20Restaurant&query_place_id=ChIJEfcm8n3MHRURxZnCRSwe3g0
Hanoch Restaurant,4.6,444,Sderot Deganya 3,Haifa,,IL,http://matan28280.wixsite.com/hanoch,+972 4-842-4466,Restaurant,https://www.google.com/maps/search/?api=1&query=Hanoch%20Restaurant&query_place_id=ChIJSzrWDTi3HRURa-JSDpwIinE
Puzzle Coffee - קפה פאזל,4.1,2305,"חוף הקשתות, Mafkura St 1",Ashdod,,IL,https://www.cafepuzzle.co.il/,+972 8-864-5931,Restaurant,https://www.google.com/maps/search/?api=1&query=Puzzle%20Coffee%20-%20%D7%A7%D7%A4%D7%94%20%D7%A4%D7%90%D7%96%D7%9C&query_place_id=ChIJ7-RHdRGjAhURGA80QtoHH4c
Al-Liwan Cafe and Restaurant,4.6,36,"Derech Har HaZeitim 30, Assaf Al Nshasheby 1",Jerusalem,,IL,https://www.facebook.com/LiwanJerusalem,+972 2-649-3383,Restaurant,https://www.google.com/maps/search/?api=1&query=Al-Liwan%20Cafe%20and%20Restaurant&query_place_id=ChIJAXBhFCkpAxURV2z9mBdOv_U
Sharief - Arlecchino Bar Restaurant,4.7,444,Mar Elias St,Fassuta,,IL,https://www.facebook.com/pages/Arlecchino/202139036490235/,+972 77-212-0234,Restaurant,https://www.google.com/maps/search/?api=1&query=Sharief%20-%20Arlecchino%20Bar%20Restaurant&query_place_id=ChIJiZHVea4uHBURQ2X-Dp_DwI4
מסעדת אנתיא - Antheia restaurant,4.7,213,Mar Elias St,Fassuta,,IL,https://www.antheiarest.com/,+972 4-608-0290,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%90%D7%A0%D7%AA%D7%99%D7%90%20-%20Antheia%20restaurant&query_place_id=ChIJ5VJrFq4uHBURA331iV7iRyg
Ram Restaurant,4.1,317,Derech HaArba'a 1,Acre,,IL,https://www.ram-rest.com/,+972 4-991-2258,Restaurant,https://www.google.com/maps/search/?api=1&query=Ram%20Restaurant&query_place_id=ChIJDdBS3EzIHRURFgACWiaD4Nw
Keeboots Cafe - קפה קיבוץ,4.3,379,Har Oded St 5,Mitzpe Ramon,,IL,https://www.keeboots-cafe.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13953568690596383799,+972 50-606-2652,Restaurant,https://www.google.com/maps/search/?api=1&query=Keeboots%20Cafe%20-%20%D7%A7%D7%A4%D7%94%20%D7%A7%D7%99%D7%91%D7%95%D7%A5&query_place_id=ChIJfbHaAjbzARURv6fzyyrmImM
ארוחת ערב אצל ינון בארי dinner at Yinon Beeri's house,4.9,80,"D.N. Arava, Moshav Paran 253",Paran,,IL,https://www.facebook.com/share/15q1RVPKgt/,+972 52-426-0327,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%A8%D7%95%D7%97%D7%AA%20%D7%A2%D7%A8%D7%91%20%D7%90%D7%A6%D7%9C%20%D7%99%D7%A0%D7%95%D7%9F%20%D7%91%D7%90%D7%A8%D7%99%20dinner%20at%20Yinon%20Beeri's%20house&query_place_id=ChIJGxbj8bWfARURabvJQTVhK-E
גאפן גאפן,4.2,518,Sderot David Ben Gurion 2,Mitzpe Ramon,,IL,https://www.japan-japan.co.il/branches/branches2,+972 54-799-2115,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%90%D7%A4%D7%9F%20%D7%92%D7%90%D7%A4%D7%9F&query_place_id=ChIJ3RnzGXnzARURLtxot3kEICI
עלמא,4.2,1465,Yona HaNavi St 2,Ashdod,,IL,http://www.almarest.co.il/,+972 53-963-3885,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A2%D7%9C%D7%9E%D7%90&query_place_id=ChIJSUoqfmWiAhUR_Lq4ibu2OTk
Abu Shukri Restaurant,4.3,567,"R6PH+22G, Derech Beit Hanina , Between Al-Mu'tasem street & Abed e-rahman Dajani Street",Jerusalem,,PS,https://www.facebook.com/AbuShukriRestaurant/,,Restaurant,https://www.google.com/maps/search/?api=1&query=Abu%20Shukri%20Restaurant&query_place_id=ChIJ2cK1xm0qAxUR1GxdSiqPkAA
מסעדת הקצה,3.9,1285,Har Ardon St 2,Mitzpe Ramon,,IL,https://www.facebook.com/hakatzerestaurant?locale=he_IL,+972 8-659-5273,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%94%D7%A7%D7%A6%D7%94&query_place_id=ChIJs2ImZ7PzARURJ6KfYLKv-tM
Richard Burger,4.4,152,HaGalil St 19,Nazareth,,IL,https://www.facebook.com/RichardBurgerBar/,+972 4-625-4816,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Richard%20Burger&query_place_id=ChIJQ54FNoJOHBURFdempUq2F9s
VIVINO - ויוינו נתיבות,4.7,336,Ba'alei ha-Melakha St 3,Netivot,,IL,http://www.vivino.co.il/,+972 8-627-2121,Italian restaurant,https://www.google.com/maps/search/?api=1&query=VIVINO%20-%20%D7%95%D7%99%D7%95%D7%99%D7%A0%D7%95%20%D7%A0%D7%AA%D7%99%D7%91%D7%95%D7%AA&query_place_id=ChIJ_ZTrKHp_AhURXeNdJmHyVtI
Hummus Said Beer Sheva,4.6,1806,Keren ha-Yesod St 9,Be'er Sheva,,IL,https://israelbusinessguide.com/catalog/beer_sheva/hummus_said_beer_sheva/,+972 8-940-1157,Restaurant,https://www.google.com/maps/search/?api=1&query=Hummus%20Said%20Beer%20Sheva&query_place_id=ChIJc8PY6kBmAhURgq1lKshnbPs
Burger point- בורגר פוינט אופקים,5.0,22,Herzl Blvd 2,Ofakim,,IL,https://order.atmos.rest/burger_point_il/order/order-type?fbclid=PAZXh0bgNhZW0CMTEAAafmpsX1A6WDIXwrzklnCcQ6bifAXlYu-J3rCmFLRnEIFnb37Pw285lir2VT9Q_aem_tdUPHn4-Vovikel-ixPB8w,+972 8-922-1222,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Burger%20point-%20%D7%91%D7%95%D7%A8%D7%92%D7%A8%20%D7%A4%D7%95%D7%99%D7%A0%D7%98%20%D7%90%D7%95%D7%A4%D7%A7%D7%99%D7%9D&query_place_id=ChIJPdOaZZh7AhURgZcmwsUJtYI
Kepasa,4.2,4872,Heil Handasa St 6,Be'er Sheva,,IL,https://kepasa.co.il/,+972 8-665-5122,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Kepasa&query_place_id=ChIJ45Km30tmAhURW4GGz0hoxF8
מסעדת סדפה SADAFA restaurant,4.4,706,Hita St 1,Be'er Sheva,,IL,http://www.sadafa.co.il/,+972 8-622-0112,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%A1%D7%93%D7%A4%D7%94%20SADAFA%20restaurant&query_place_id=ChIJM6PULmhnAhURfcCBy0D23LU
Rafi Restaurant,4.1,229,"את חוף שמן, Ofir St 31",Haifa,,IL,https://www.rest.co.il/rest/30812700/,+972 4-864-3707,Restaurant,https://www.google.com/maps/search/?api=1&query=Rafi%20Restaurant&query_place_id=ChIJOXU--kG6HRURyIa-js9OvOw
קפטן בורגר ירושלים,3.4,825,David Remez St 5,Jerusalem,,IL,http://captainb.co.il/,+972 77-363-0173,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%98%D7%9F%20%D7%91%D7%95%D7%A8%D7%92%D7%A8%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D&query_place_id=ChIJsQ-fxC0oAxUR3aKrWyGxvZc
Black Burger Bar,3.8,1896,Weizmann St 301,Kefar Sava,,IL,http://www.blackbarburger.co.il/,+972 9-767-1040,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Black%20Burger%20Bar&query_place_id=ChIJm2DD6r05HRURUTZNXRZU93g
Patrick's B7,4.7,1876,Hita St 1,Be'er Sheva,,IL,http://www.patricksb7.co.il/,+972 52-656-6132,Restaurant,https://www.google.com/maps/search/?api=1&query=Patrick's%20B7&query_place_id=ChIJA-kX61tnAhUR-CIfjJ2Xf5Q
La Shuk,4.5,3007,Dizengoff St 92,Tel Aviv-Yafo,,IL,http://www.la-shuk.co.il/,+972 3-603-3117,Restaurant,https://www.google.com/maps/search/?api=1&query=La%20Shuk&query_place_id=ChIJt-3lqYBLHRURN_cghNWVlz0
קציר - Katzir Restaurant,4.1,31,HaYarkon St 51,Tel Aviv-Yafo,,IL,https://www.kempinski.com/en/the-david-kempinski-tel-aviv/restaurants-bars/katzir,+972 74-766-2710,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A6%D7%99%D7%A8%20-%20Katzir%20Restaurant&query_place_id=ChIJS-vmoOVNHRURV5c7dkS1w1w
מסעדת טרומפלדור 69,4.5,797,Trumpeldor Joseph St 69,Be'er Sheva,,IL,https://www.facebook.com/trumpeldor69/,+972 58-696-9179,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%98%D7%A8%D7%95%D7%9E%D7%A4%D7%9C%D7%93%D7%95%D7%A8%2069&query_place_id=ChIJ-1yUHiNnAhUR2Xc4XJ4yB5M
